Date,Time,Source,Headline,Symbol,Company,Positive,Negative,Neutral
03/23/2021,5:14PM,Dow Jones News,New York Regulator Finds No Fair Lending Violations on Apple Card Applications,NASDAQ:AAPL,Apple Inc,0.02508665807545185,0.8574241995811462,0.11748915165662766
03/23/2021,2:51PM,Dow Jones News,NY Regulator Finds No Fair Lending Violations on Apple Card Applications,NASDAQ:AAPL,Apple Inc,0.026549171656370163,0.8508933782577515,0.12255746126174927
03/18/2021,8:29AM,Dow Jones News,"Booking a Covid-19 Vaccine? More Tools and Tips, Plus Help From Apple, Facebook and Google",NASDAQ:AAPL,Apple Inc,0.17690856754779816,0.011244097724556923,0.8118473291397095
03/17/2021,7:29AM,Dow Jones News,"Intel Taps Justin Long, Who Played Mac in Long-Running Apple Ads, to Promote PCs",NASDAQ:AAPL,Apple Inc,0.25665944814682007,0.013099671341478825,0.7302408218383789
03/17/2021,6:48AM,Dow Jones News,Apple Scores Legal Win in France Over App-Privacy Changes -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.6513553857803345,0.08917319774627686,0.25947144627571106
03/17/2021,6:17AM,Dow Jones News,Apple Scores Legal Win in France Over App-Privacy Changes -- Update,NASDAQ:AAPL,Apple Inc,0.41743409633636475,0.15356922149658203,0.4289966821670532
03/17/2021,5:29AM,Dow Jones News,Apple Scores Legal Win in France Over App-Privacy Changes,NASDAQ:AAPL,Apple Inc,0.39111328125,0.44814109802246094,0.16074571013450623
03/17/2021,3:00AM,Business Wire,Apple’s $4.7 Billion Green Bond Spend is Helping to Create 1.2 Gigawatts of Clean Power,NASDAQ:AAPL,Apple Inc,0.8320897817611694,0.008496850728988647,0.15941335260868073
03/15/2021,10:53PM,TipRanks,Deutsche Bank Remains Bullish on Apple Stock; Sees 30% Upside,NASDAQ:AAPL,Apple Inc,0.8163121342658997,0.1453360617160797,0.03835180029273033
03/10/2021,7:07AM,Dow Jones News,Apple to Expand in Germany With Investment of More Than EUR1 Billion,NASDAQ:AAPL,Apple Inc,0.8793522715568542,0.006405985914170742,0.11424175649881363
03/04/2021,11:31AM,Dow Jones News,Apple Faces U.K. Antitrust Probe Over App Store Rules -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.018161354586482048,0.9114935994148254,0.0703449472784996
03/04/2021,8:17AM,TipRanks,Apple Investigated By UK Regulator Over App Store Rules,NASDAQ:AAPL,Apple Inc,0.015816250815987587,0.9167731404304504,0.06741059571504593
03/04/2021,8:13AM,Dow Jones News,Apple Faces U.K. Antitrust Probe Over App Store Rules -- Update,NASDAQ:AAPL,Apple Inc,0.013626654632389545,0.9028293490409851,0.08354398608207703
03/04/2021,6:26AM,Dow Jones News,UK Regulator Launches Investigation into Apple's App Store,NASDAQ:AAPL,Apple Inc,0.019488485530018806,0.7287562489509583,0.2517552971839905
03/01/2021,12:10PM,Dow Jones News,"All U.S. Apple Stores Open, 9to5Mac and CNBC Report",NASDAQ:AAPL,Apple Inc,0.028721828013658524,0.02407948486506939,0.947198748588562
02/25/2021,10:48AM,Dow Jones News,Target Carves Out Store Space For Apple Products -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.3313235342502594,0.022831270471215248,0.6458451747894287
02/25/2021,10:07AM,Dow Jones News,Target Carves Out Store Space For Apple Products -- Update,NASDAQ:AAPL,Apple Inc,0.14990608394145966,0.011954009532928467,0.8381398916244507
02/25/2021,9:47AM,Dow Jones News,Target Carves Out Store Space For Apple Products,NASDAQ:AAPL,Apple Inc,0.39419686794281006,0.010915085673332214,0.5948880314826965
02/25/2021,8:48AM,Dow Jones News,Target to Double Apple's Footprint in Select Stores Through Partnership,NASDAQ:AAPL,Apple Inc,0.9357735514640808,0.009285133332014084,0.05494140088558197
02/22/2021,5:43AM,TipRanks,Apple In Talks With Suppliers For Self-Driving Sensors – Report,NASDAQ:AAPL,Apple Inc,0.29473555088043213,0.01143878698348999,0.6938256621360779
02/18/2021,8:32AM,TipRanks,Apple Pushes For India Scheme Amid Plan For iPad Production – Report,NASDAQ:AAPL,Apple Inc,0.6031907200813293,0.03510959446430206,0.36169975996017456
02/17/2021,5:16AM,Dow Jones News,Fortnite' Maker Brings Apple Fight to Europe -- Update,NASDAQ:AAPL,Apple Inc,0.2449590116739273,0.008911395445466042,0.74612957239151
02/17/2021,2:29AM,Dow Jones News,Fortnite' Maker Epic Games Extends Legal Battle With Apple to Europe,NASDAQ:AAPL,Apple Inc,0.08999104052782059,0.6190407872200012,0.2909681499004364
02/13/2021,12:29AM,Dow Jones News,Facebook Meets Apple in Clash of the Tech Titans -- 'We Need to Inflict Pain',NASDAQ:AAPL,Apple Inc,0.18947060406208038,0.019535327330231667,0.7909941077232361
02/09/2021,11:51PM,Dow Jones News,"Apple to Develop Ultra-Advanced Displays With TSMC, Nikkei Asia Reports",NASDAQ:AAPL,Apple Inc,0.1998697966337204,0.00811434630304575,0.7920159101486206
02/08/2021,4:33AM,TipRanks,Hyundai-Kia Say Apple Talks On EV Tie-Up Are Off The Table,NASDAQ:AAPL,Apple Inc,0.012850143015384674,0.7874088883399963,0.199740931391716
02/07/2021,10:08PM,Dow Jones News,"Shares of Hyundai, Kia Motors Plunge After Denial of Apple Talks",NASDAQ:AAPL,Apple Inc,0.013327055610716343,0.944023609161377,0.04264935106039047
02/07/2021,9:48PM,Dow Jones News,Apple's Talks With Hyundai Break Down,NASDAQ:AAPL,Apple Inc,0.018454287201166153,0.7988657355308533,0.18267998099327087
02/07/2021,9:29AM,Dow Jones News,AppleCare and Other Phone Protection Plans: Who Should -- and Shouldn't -- Buy Them,NASDAQ:AAPL,Apple Inc,0.031388912349939346,0.03999656066298485,0.9286145567893982
02/05/2021,11:31AM,Dow Jones News,"Unlocking iPhones While Wearing a Face Mask: Now Easier, If You Have iOS 14.5 -- and an Apple Watch",NASDAQ:AAPL,Apple Inc,0.05533110722899437,0.01912599988281727,0.9255428910255432
02/05/2021,12:50AM,Dow Jones News,Kia Has Approached Partners About Plan to Build Apple Car in Georgia -- Update,NASDAQ:AAPL,Apple Inc,0.7475372552871704,0.0077463239431381226,0.24471637606620789
02/04/2021,11:37PM,Dow Jones News,Kia Is Preparing to Build Apple Cars in the U.S.,NASDAQ:AAPL,Apple Inc,0.39984554052352905,0.008617197163403034,0.5915372967720032
02/04/2021,9:04PM,TipRanks,"Watch Out Tesla, Is That Apple in the Rear View Mirror?",NASDAQ:AAPL,Apple Inc,0.0353851318359375,0.049090415239334106,0.915524423122406
02/02/2021,10:21AM,Dow Jones News,"Microsoft, Apple Lead the Management Top 250 All-Stars -- Journal Report",NASDAQ:AAPL,Apple Inc,0.12431922554969788,0.013968062587082386,0.8617127537727356
02/02/2021,6:50AM,TipRanks,"Apple Shores Up $14B In Debt For Share Buybacks, Dividends – Report",NASDAQ:AAPL,Apple Inc,0.33497825264930725,0.017284614965319633,0.6477371454238892
02/01/2021,10:29AM,Dow Jones News,Facebook to Counter Apple Privacy Update With Its Own Prompt,NASDAQ:AAPL,Apple Inc,0.037351932376623154,0.5503471493721008,0.41230088472366333
01/29/2021,7:41PM,Dow Jones News,"Apple, General Motors, Novavax: Stocks That Defined the Week",NASDAQ:AAPL,Apple Inc,0.0350475013256073,0.04383161664009094,0.9211208820343018
01/29/2021,12:15PM,Dow Jones News,Apple's Privacy Change Will Hit Facebook's Core Ad Business. Here's How.,NASDAQ:AAPL,Apple Inc,0.040431153029203415,0.09032120555639267,0.8692476153373718
01/28/2021,2:55PM,Dow Jones News,"Apple, Facebook Trade Barbs Over Privacy-Focused Business Models -- 2nd Update",NASDAQ:AAPL,Apple Inc,0.1712236851453781,0.1229756698012352,0.7058005928993225
01/28/2021,1:11PM,Dow Jones News,"Apple, Facebook Trade Barbs Over Privacy-Focused Business Models -- Update",NASDAQ:AAPL,Apple Inc,0.04205445945262909,0.457705557346344,0.5002400279045105
01/28/2021,12:19PM,Dow Jones News,Apple CEO Tim Cook Defends Privacy Measures Despite Facebook Objections,NASDAQ:AAPL,Apple Inc,0.19706185162067413,0.1161322370171547,0.6868059635162354
01/28/2021,6:06AM,Dow Jones News,Apple Comes Out on Top While Huawei Slumps in Smartphone Market Shake-Up,NASDAQ:AAPL,Apple Inc,0.4223765432834625,0.5321878790855408,0.04543551057577133
01/28/2021,1:50AM,TipRanks,Apple Posts Record Quarter Driven By iPhone Sales; Shares Slip 3.3%,NASDAQ:AAPL,Apple Inc,0.00939262006431818,0.9723109602928162,0.018296362832188606
01/28/2021,12:29AM,Dow Jones News,Apple to Roll Out Privacy Measures Despite Facebook Objections,NASDAQ:AAPL,Apple Inc,0.7204794883728027,0.012305062264204025,0.26721546053886414
01/27/2021,8:27PM,Dow Jones News,Apple's iPhone 12 Helped Deliver a Record $111.4 Billion Quarter -- 3rd Update,NASDAQ:AAPL,Apple Inc,0.8958178162574768,0.017527000978589058,0.08665526658296585
01/27/2021,7:41PM,Dow Jones News,Apple's iPhone 12 Helped Deliver a Record $111.4 Billion Quarter -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.9072045087814331,0.018447695299983025,0.07434777915477753
01/27/2021,6:59PM,Dow Jones News,Apple's iPhone 12 Helped Deliver a Record $111.4 Billion Quarter -- Update,NASDAQ:AAPL,Apple Inc,0.8748776912689209,0.011972765438258648,0.11314953118562698
01/27/2021,5:04PM,Dow Jones News,Apple's Results Are Better Than Expected,NASDAQ:AAPL,Apple Inc,0.9514166116714478,0.026300186291337013,0.022283175960183144
01/27/2021,5:01PM,Dow Jones News,Apple's iPhone 12 Delivered a Record $111.4 Billion Quarter,NASDAQ:AAPL,Apple Inc,0.6018255352973938,0.016002487391233444,0.38217201828956604
01/27/2021,8:29AM,Dow Jones News,Apple's iPhone 12 May Have Delivered a Record $100 Billion Quarter,NASDAQ:AAPL,Apple Inc,0.5803295373916626,0.01704787276685238,0.4026225507259369
01/25/2021,5:00PM,Business Wire,Dan Riccio Begins a New Chapter at Apple,NASDAQ:AAPL,Apple Inc,0.05795547366142273,0.023108048364520073,0.9189364910125732
01/25/2021,9:00AM,Business Wire,Time to Walk: An Inspiring Audio Walking Experience Comes to Apple Fitness+,NASDAQ:AAPL,Apple Inc,0.28609317541122437,0.008658649399876595,0.7052481770515442
01/15/2021,6:16PM,Dow Jones News,Apple to Pay $502.8 Million to VirnetX in Patent Suit -- Update,NASDAQ:AAPL,Apple Inc,0.04166178032755852,0.2742818295955658,0.6840564012527466
01/15/2021,5:56PM,Dow Jones News,Apple to Pay $502.8 Million to VirnetX in Patent Suit,NASDAQ:AAPL,Apple Inc,0.1344052255153656,0.014148381538689137,0.8514463901519775
01/13/2021,1:33PM,InvestorsHub NewsWire,AAPL EV Interest Validates ALYI IoT Strategy With IQST,NASDAQ:AAPL,Apple Inc,0.25480812788009644,0.007316563744097948,0.7378753423690796
01/13/2021,11:40AM,Dow Jones News,Correction to Apple Launches Projects for Minority Entrepreneurs Article,NASDAQ:AAPL,Apple Inc,0.09217599779367447,0.021870853379368782,0.8859531283378601
01/13/2021,10:46AM,Dow Jones News,"Apple to Open Developer Academy, Provide Funding for Minority Entrepreneurs",NASDAQ:AAPL,Apple Inc,0.6060009598731995,0.009132682345807552,0.38486629724502563
01/13/2021,7:00AM,Business Wire,"Apple Launches Major New Racial Equity & Justice Initiative Projects to Challenge Systemic Racism, Advance Racial Equity Nati...",NASDAQ:AAPL,Apple Inc,0.6996892690658569,0.009185097180306911,0.29112565517425537
01/12/2021,6:59AM,Dow Jones News,Apple Times its Chip Gambit Just Right -- Heard on the Street,NASDAQ:AAPL,Apple Inc,0.20139113068580627,0.024489261209964752,0.7741196155548096
01/10/2021,4:47AM,TipRanks,Apple Removes Parler From App Store – Report,NASDAQ:AAPL,Apple Inc,0.015646569430828094,0.8108358979225159,0.17351752519607544
01/10/2021,12:15AM,Dow Jones News,"Apple, Amazon Move to Marginalize Parler -- 3rd Update",NASDAQ:AAPL,Apple Inc,0.10395217686891556,0.13258740305900574,0.7634604573249817
01/09/2021,11:24PM,Dow Jones News,"Apple, Amazon Move to Marginalize Parler -- Update",NASDAQ:AAPL,Apple Inc,0.04671245813369751,0.06517084687948227,0.8881166577339172
01/09/2021,10:52PM,Dow Jones News,"Apple, Amazon Move to Marginalize Parler",NASDAQ:AAPL,Apple Inc,0.09929779917001724,0.4947269558906555,0.4059753119945526
01/09/2021,10:25PM,Dow Jones News,Apple Suspends Parler From App Store -- Update,NASDAQ:AAPL,Apple Inc,0.0159255713224411,0.7385691404342651,0.24550528824329376
01/09/2021,8:45PM,Dow Jones News,Apple Suspends Parler From App Store,NASDAQ:AAPL,Apple Inc,0.01321702916175127,0.8283920884132385,0.1583908498287201
01/09/2021,12:15AM,Dow Jones News,Google Pulls Parler as Apple Threatens the Same After Capitol Riot -- 4th Update,NASDAQ:AAPL,Apple Inc,0.0677134096622467,0.45249226689338684,0.47979438304901123
01/08/2021,9:30PM,Dow Jones News,Google Pulls Parler as Apple Threatens the Same After Capitol Riot -- 3rd Update,NASDAQ:AAPL,Apple Inc,0.06707698851823807,0.36768198013305664,0.5652409791946411
01/08/2021,8:39PM,Dow Jones News,Apple Threatens to Ban Parler After Capitol Riot -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.020155837759375572,0.7665631771087646,0.21328097581863403
01/08/2021,7:25PM,Dow Jones News,Apple Threatens to Ban Parler After Capitol Riot -- Update,NASDAQ:AAPL,Apple Inc,0.015165867283940315,0.8352375626564026,0.14959657192230225
01/08/2021,6:54PM,Dow Jones News,Apple Threatens to Ban Parler From App Store,NASDAQ:AAPL,Apple Inc,0.013996879570186138,0.840552806854248,0.14545026421546936
01/07/2021,11:54PM,Dow Jones News,"Apple in Talks With Hyundai About Car Ambitions, Auto Maker Says",NASDAQ:AAPL,Apple Inc,0.2621215879917145,0.011521749198436737,0.7263566255569458
01/07/2021,10:22PM,Dow Jones News,"Hyundai Motor, Apple in EV Battery Development Talks",NASDAQ:AAPL,Apple Inc,0.1717921793460846,0.008419101126492023,0.8197887539863586
01/05/2021,11:01PM,Dow Jones News,Apple CEO Tim Cook's Pay Jumped in 2020 as Remote Work Lifted Profit,NASDAQ:AAPL,Apple Inc,0.7246536612510681,0.1738559901714325,0.10149036347866058
01/05/2021,9:00AM,Business Wire,Monica Lozano Joins Apple’s Board of Directors,NASDAQ:AAPL,Apple Inc,0.025379372760653496,0.045543890446424484,0.9290767312049866
12/31/2020,9:53AM,TipRanks,"Apple Removes More Than 46,000 Unlicensed Apps From China Store – Report",NASDAQ:AAPL,Apple Inc,0.014174915850162506,0.9247924089431763,0.06103266030550003
12/24/2020,1:48PM,Dow Jones News,Correction to Apple's China App Store Article on Dec. 23,NASDAQ:AAPL,Apple Inc,0.022147949784994125,0.17515933513641357,0.8026926517486572
12/23/2020,5:59AM,Dow Jones News,Apple's China App Store Sheds Games Under Pressure,NASDAQ:AAPL,Apple Inc,0.015811340883374214,0.9390925168991089,0.04509616270661354
12/22/2020,7:45PM,Dow Jones News,Elon Musk Says He Once Approached Apple CEO About Buying Tesla -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.05668157339096069,0.01610778085887432,0.9272106289863586
12/22/2020,6:49PM,Dow Jones News,Elon Musk Says He Once Approached Apple CEO About Buying Tesla -- Update,NASDAQ:AAPL,Apple Inc,0.05210956931114197,0.013611391186714172,0.9342789649963379
12/22/2020,5:25PM,Dow Jones News,Elon Musk Says He Once Approached Apple CEO About Buying Tesla,NASDAQ:AAPL,Apple Inc,0.080589659512043,0.012605120427906513,0.906805157661438
12/22/2020,9:45AM,InvestorsHub NewsWire,ALYI and IQST EV IoT Collaboration Makes More Sense After Apple EV - Could An ALYI IQST Battery Collaboration Follow?,NASDAQ:AAPL,Apple Inc,0.15618276596069336,0.01168044377118349,0.8321368098258972
12/22/2020,5:59AM,TipRanks,Apple Sets 2024 Target For Vehicle Production – Report,NASDAQ:AAPL,Apple Inc,0.16467054188251495,0.020010709762573242,0.8153188228607178
12/21/2020,4:56PM,Dow Jones News,Apple's Self-Driving Car Could Be in Production as Soon as 2024 -- Reuters,NASDAQ:AAPL,Apple Inc,0.046631816774606705,0.01792948693037033,0.9354386925697327
12/16/2020,7:19PM,Dow Jones News,Facebook Wades Into 'Fortnite' Maker's Dispute With Apple -- 4th Update,NASDAQ:AAPL,Apple Inc,0.018662407994270325,0.8559114933013916,0.12542608380317688
12/16/2020,6:27PM,Dow Jones News,Facebook Wades Into 'Fortnite' Maker's Dispute With Apple -- 3rd Update,NASDAQ:AAPL,Apple Inc,0.020286966115236282,0.8106970191001892,0.169016033411026
12/16/2020,1:45PM,Dow Jones News,Facebook Wades Into 'Fortnite' Maker's Dispute With Apple -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.02327573671936989,0.8048276901245117,0.1718965768814087
12/16/2020,1:11PM,Dow Jones News,Facebook Wades Into 'Fortnite' Maker's Dispute With Apple -- Update,NASDAQ:AAPL,Apple Inc,0.014997424557805061,0.8837421536445618,0.10126038640737534
12/16/2020,12:35PM,Dow Jones News,Facebook Looks for Allies in Privacy Battle With Apple,NASDAQ:AAPL,Apple Inc,0.18409201502799988,0.0293657835572958,0.7865422368049622
12/16/2020,7:25AM,TipRanks,Facebook Accuses Apple of Hurting Small Businesses – Report,NASDAQ:AAPL,Apple Inc,0.014240067452192307,0.9310022592544556,0.054757725447416306
12/15/2020,1:11AM,Dow Jones News,"Apple to Ramp Up iPhone Production by Around 30% for 1st Half 2021, Nikkei Asia Reports",NASDAQ:AAPL,Apple Inc,0.9268237948417664,0.012070141732692719,0.061106059700250626
12/14/2020,9:29AM,Dow Jones News,"Apple Fitness+ Review: Great, Affordable Workouts -- for Watch Owners Only",NASDAQ:AAPL,Apple Inc,0.14085720479488373,0.009639281779527664,0.8495035767555237
12/09/2020,6:12PM,Dow Jones News,Apple and Google to Stop X-Mode From Collecting Location Data From Users' Phones -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.03970002755522728,0.12164613604545593,0.8386538028717041
12/09/2020,5:52PM,Dow Jones News,Apple and Google to Stop X-Mode From Collecting Location Data From Users' Phones -- Update,NASDAQ:AAPL,Apple Inc,0.026082634925842285,0.2591168284416199,0.7148005366325378
12/08/2020,5:09PM,Dow Jones News,Apple to Sell AirPods Max Over-the-Ear Headphones for $549 -- Update,NASDAQ:AAPL,Apple Inc,0.5228914618492126,0.009806823916733265,0.46730175614356995
12/08/2020,10:24AM,StockInvest.us,Apple stock price ended on $123.75 on Monday after gaining 1.23%,NASDAQ:AAPL,Apple Inc,0.5309627056121826,0.13953052461147308,0.3295067548751831
12/08/2020,10:16AM,Dow Jones News,Apple to Sell AirPods Max Over-the-Ear Headphones for $549,NASDAQ:AAPL,Apple Inc,0.32406085729599,0.010569659061729908,0.6653695106506348
12/08/2020,8:30AM,Business Wire,Apple Fitness+: The future of fitness launches December 14,NASDAQ:AAPL,Apple Inc,0.05076652392745018,0.01629037782549858,0.9329430460929871
12/08/2020,8:30AM,Business Wire,"Apple Introduces AirPods Max, the Magic of AirPods in a Stunning Over-ear Design",NASDAQ:AAPL,Apple Inc,0.22229056060314178,0.009287751279771328,0.7684217095375061
12/01/2020,12:29AM,Dow Jones News,"Amazon Makes Mac Commitment, Opening Door to Apple Developers",NASDAQ:AAPL,Apple Inc,0.8515084385871887,0.010916627943515778,0.1375749111175537
11/30/2020,3:52AM,Dow Jones News,Italian Antitrust Authority Fines Apple $12 Million,NASDAQ:AAPL,Apple Inc,0.017078202217817307,0.9409723877906799,0.04194939509034157
11/23/2020,7:44PM,Dow Jones News,"Apple Security Chief Offered iPads to Police as a Bribe for Gun Permits, Prosecutors Allege",NASDAQ:AAPL,Apple Inc,0.0417211651802063,0.5252411365509033,0.4330376982688904
11/21/2020,7:03AM,StockInvest.us,Apple stock price ended on $117.34 on Friday after losing 1.1%,NASDAQ:AAPL,Apple Inc,0.021847199648618698,0.9229615330696106,0.0551912859082222
11/19/2020,9:28PM,Dow Jones News,Apple Reaches $113 Million Settlement With States Over iPhone Battery Issues,NASDAQ:AAPL,Apple Inc,0.038919538259506226,0.9201968312263489,0.040883682668209076
11/19/2020,9:26PM,Dow Jones News,Correction to Apple Reaches Settlement Over iPhone Battery Issues Article on Nov. 18,NASDAQ:AAPL,Apple Inc,0.015307500958442688,0.9321216344833374,0.05257080867886543
11/19/2020,12:00AM,Business Wire,Apple Announces Second Annual Apple Music Awards,NASDAQ:AAPL,Apple Inc,0.031625039875507355,0.061407871544361115,0.906967043876648
11/18/2020,5:53PM,Dow Jones News,"Apple, Under Antitrust Scrutiny, Halves App Store Fee for Smaller Developers -- 3rd Update",NASDAQ:AAPL,Apple Inc,0.06258508563041687,0.3012753129005432,0.6361395716667175
11/18/2020,3:11PM,Dow Jones News,Apple Reaches $113 Million Settlement With State Attorney Generals Over iPhone Throttling,NASDAQ:AAPL,Apple Inc,0.04852452874183655,0.929075300693512,0.022400205954909325
11/18/2020,1:49PM,Dow Jones News,"Apple, Under Antitrust Scrutiny, Halves App Store Fee for Smaller Developers -- 2nd Update",NASDAQ:AAPL,Apple Inc,0.08402915298938751,0.23481519520282745,0.6811556220054626
11/18/2020,11:58AM,Dow Jones News,Apple's First Cut May Not Be the Deepest -- Heard on the Street,NASDAQ:AAPL,Apple Inc,0.03055690973997116,0.5435977578163147,0.4258453845977783
11/18/2020,8:11AM,Dow Jones News,"Apple, Under Antitrust Scrutiny, Halves App Store Fee for Smaller Developers--Update",NASDAQ:AAPL,Apple Inc,0.05673079937696457,0.1780753880739212,0.7651938199996948
11/18/2020,6:29AM,Dow Jones News,"Apple, Under Antitrust Scrutiny, Halves App Store Fee for Smaller Developers",NASDAQ:AAPL,Apple Inc,0.0646074041724205,0.11174049228429794,0.8236520886421204
11/18/2020,6:00AM,Business Wire,Apple Announces App Store Small Business Program,NASDAQ:AAPL,Apple Inc,0.030012689530849457,0.05359118431806564,0.9163961410522461
11/17/2020,9:29AM,Dow Jones News,Apple's M1 MacBook Air and MacBook Pro Review: The Laptop's Biggest Leap in Years,NASDAQ:AAPL,Apple Inc,0.6634398102760315,0.012825904414057732,0.3237342834472656
11/10/2020,6:45PM,Dow Jones News,Apple's M1-Powered MacBook Pro and Air: What They Will -- and Won't -- Do,NASDAQ:AAPL,Apple Inc,0.03721192479133606,0.02235918678343296,0.9404289126396179
11/10/2020,2:41PM,Dow Jones News,Apple Event: New Mac Computers Expected With In-House Processing Power -- 2nd Update,NASDAQ:AAPL,Apple Inc,0.8387914299964905,0.012712942436337471,0.1484956294298172
11/10/2020,1:44PM,Business Wire,Apple Unleashes M1,NASDAQ:AAPL,Apple Inc,0.0465744212269783,0.04419940337538719,0.9092261791229248
11/10/2020,6:29AM,Dow Jones News,Apple Event: New Mac Computers Expected With In-House Processing Power,NASDAQ:AAPL,Apple Inc,0.5914242267608643,0.011129185557365417,0.3974466323852539
11/09/2020,5:16AM,Dow Jones News,Apple Halts New Business With Supplier Pegatron Over Labor Violations,NASDAQ:AAPL,Apple Inc,0.008309519849717617,0.952613115310669,0.03907736390829086
11/05/2020,3:26AM,StockInvest.us,Stronger technical forecast for Apple stock after Wednesday trading.,NASDAQ:AAPL,Apple Inc,0.9355413317680359,0.02248280681669712,0.04197585955262184
10/29/2020,7:36PM,Dow Jones News,"Apple's Sales Rise in Pandemic, but Pressure Remains for Breakout Holiday Season -- 2nd Update",NASDAQ:AAPL,Apple Inc,0.3950183093547821,0.5192502737045288,0.08573144674301147
10/29/2020,6:24PM,Dow Jones News,Apple Shares Remain Down After Company Skips Guidance on Conference Call,NASDAQ:AAPL,Apple Inc,0.009331684559583664,0.944713294506073,0.04595499858260155
10/29/2020,5:52PM,Dow Jones News,"Apple's Sales Rise in Pandemic, but Pressure Remains for Breakout Holiday Season -- Update",NASDAQ:AAPL,Apple Inc,0.4786032736301422,0.4414088726043701,0.07998784631490707
10/29/2020,5:07PM,Dow Jones News,"Apple's Sales Rise in Pandemic, but Pressure Remains for Breakout Holiday Season",NASDAQ:AAPL,Apple Inc,0.5974807143211365,0.3664276599884033,0.036091599613428116
10/28/2020,10:30AM,Dow Jones News,Apple Faces Antitrust Complaint in France Over Privacy Changes in iPhones,NASDAQ:AAPL,Apple Inc,0.010259219445288181,0.951158344745636,0.038582418113946915
10/25/2020,5:20PM,Dow Jones News,Apple's Booming Services Business Could Be Hit in Google Antitrust Battle,NASDAQ:AAPL,Apple Inc,0.015602300874888897,0.9198083281517029,0.06458939611911774
10/20/2020,4:19PM,Dow Jones News,Google's Exclusive Search Deals With Apple at Heart of U.S. Lawsuit -- Update,NASDAQ:AAPL,Apple Inc,0.055126190185546875,0.14414560794830322,0.8007282018661499
10/20/2020,3:42PM,Dow Jones News,Google's Exclusive Search Deals With Apple at Heart of U.S. Lawsuit,NASDAQ:AAPL,Apple Inc,0.2049407809972763,0.011264725588262081,0.7837945222854614
10/14/2020,9:39AM,Dow Jones News,Apple Counts on 5G to Boost iPhone Fortunes in China,NASDAQ:AAPL,Apple Inc,0.948728621006012,0.01277787797152996,0.03849359601736069
10/13/2020,7:22PM,Dow Jones News,"Apple's iPhone 12: First Impressions of the 12, 12 Pro, 12 Pro Max and 12 Mini",NASDAQ:AAPL,Apple Inc,0.044715508818626404,0.019764846190810204,0.9355196356773376
10/13/2020,6:22PM,Dow Jones News,"Apple Reveals Four iPhone 12 Models, Heralding 'New Era' for 5G Technology",NASDAQ:AAPL,Apple Inc,0.5210175514221191,0.013753557577729225,0.4652288854122162
10/13/2020,2:19PM,Dow Jones News,"Apple Event: New iPhone 12 With 5G Capabilities, New HomePod Mini",NASDAQ:AAPL,Apple Inc,0.5470974445343018,0.009781555272638798,0.4431209862232208
10/13/2020,2:07PM,Business Wire,Apple announces iPhone 12 and iPhone 12 mini: A new era for iPhone with 5G,NASDAQ:AAPL,Apple Inc,0.24286895990371704,0.009839825332164764,0.7472912669181824
10/13/2020,2:07PM,Business Wire,Apple introduces iPhone 12 Pro and iPhone 12 Pro Max with 5G,NASDAQ:AAPL,Apple Inc,0.15041103959083557,0.010453816503286362,0.8391351103782654
10/13/2020,1:47PM,Dow Jones News,Apple Event: iPhone 12 Expected With 5G Capabilities -- Update,NASDAQ:AAPL,Apple Inc,0.2660213112831116,0.012770061381161213,0.7212085723876953
10/13/2020,1:14PM,Business Wire,Apple introduces HomePod mini: A powerful smart speaker with amazing sound,NASDAQ:AAPL,Apple Inc,0.5604915618896484,0.01082168985158205,0.4286867082118988
10/13/2020,5:59AM,Dow Jones News,Apple Event: iPhone 12 Expected With 5G Capabilities,NASDAQ:AAPL,Apple Inc,0.16517002880573273,0.014956802129745483,0.8198732137680054
10/13/2020,4:26AM,StockInvest.us,Strong day for Apple stock on Monday rising 6.35% to $124.40,NASDAQ:AAPL,Apple Inc,0.9453668594360352,0.025915591046214104,0.028717517852783203
10/12/2020,11:12AM,Dow Jones News,Apple's New iPhone 12 With 5G Technology Carries High Expectations,NASDAQ:AAPL,Apple Inc,0.8620676398277283,0.008610080927610397,0.12932221591472626
10/12/2020,5:59AM,Dow Jones News,Apple's 5G iPhone Carries High Expectations,NASDAQ:AAPL,Apple Inc,0.8613976240158081,0.010747925378382206,0.12785446643829346
10/09/2020,10:21PM,Dow Jones News,"Fortnite' Will Remain Out of Apple's App Store Ahead of Trial, Judge Rules -- 3rd Update",NASDAQ:AAPL,Apple Inc,0.017279213294386864,0.39259567856788635,0.5901251435279846
10/09/2020,8:45PM,Dow Jones News,"Fortnite' Will Remain Out of Apple's App Store Ahead of Trial, Judge Rules -- 2nd Update",NASDAQ:AAPL,Apple Inc,0.018267236649990082,0.40071403980255127,0.5810187458992004
10/09/2020,8:10PM,Dow Jones News,"Fortnite' Will Remain Out of Apple's App Store Ahead of Trial, Judge Rules -- Update",NASDAQ:AAPL,Apple Inc,0.014931953512132168,0.4696614742279053,0.5154064893722534
